, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
1515,0.0,0.0,1.59,0.0,1.61,0.92,1.62,1.7,0.77,1.16,0.42,0.6,0.86,0.0,2.47,0.38,0.0
1516,0.0,0.0,1.47,0.0,1.56,0.87,1.5,1.57,0.73,0.77,0.34,0.62,0.87,0.0,2.31,0.62,0.0
1517,0.0,0.0,1.39,0.0,1.49,0.73,1.4,1.57,0.71,0.3,0.34,0.73,0.49,0.0,1.7,0.42,0.0
1518,0.0,0.0,1.44,0.0,1.49,0.87,1.39,1.73,0.74,0.18,0.2,0.8,0.27,0.0,1.07,0.25,0.0
1519,0.0,0.0,1.46,0.0,1.47,1.04,1.43,1.76,0.71,0.13,0.15,0.83,0.04,0.0,0.48,0.0,0.0
1520,0.0,0.0,1.61,0.0,1.51,1.17,1.39,1.82,0.75,0.19,0.05,0.76,0.09,0.0,0.74,0.0,0.06
1521,0.0,0.0,1.45,0.0,1.6,0.9,1.27,1.82,0.9,0.09,0.08,0.6,0.08,0.0,0.93,0.0,0.06
1522,0.0,0.0,1.51,0.0,1.83,1.05,1.27,1.86,1.21,0.47,0.04,0.51,0.06,0.0,1.04,0.0,0.06
1523,0.0,0.0,0.9,0.0,1.42,0.64,0.87,1.3,1.18,0.41,0.04,0.23,0.13,0.44,0.56,0.19,0.0
1524,0.0,0.0,0.87,0.0,1.58,0.66,0.89,1.52,1.39,0.66,0.0,0.18,0.13,0.44,0.69,0.19,0.0
1525,0.0,0.0,0.68,0.0,1.64,0.69,0.84,1.59,1.37,0.57,0.0,0.11,0.12,0.44,0.85,0.19,0.0
1526,0.0,0.0,0.97,0.0,2.24,0.87,1.35,2.23,1.64,1.02,0.0,0.27,0.0,0.0,1.21,0.0,0.0
1527,0.0,0.0,1.06,0.0,2.25,1.17,1.51,2.27,1.59,1.18,0.07,0.44,0.0,0.02,1.2,0.02,0.0
1528,0.0,0.0,1.09,0.0,2.24,1.47,1.64,2.41,1.67,1.2,0.18,0.47,0.0,0.03,1.1,0.02,0.0
1529,0.0,0.0,1.3,0.0,2.25,1.88,1.64,2.38,1.75,1.12,0.25,0.36,0.02,0.08,1.26,0.08,0.0
1530,0.0,0.0,1.37,0.0,2.26,2.03,1.59,2.27,1.82,1.06,0.25,0.21,0.02,0.12,1.31,0.07,0.0
1531,0.0,0.0,1.46,0.0,2.29,1.8,1.52,2.22,1.82,1.03,0.16,0.2,0.03,0.13,1.42,0.18,0.0
1532,0.0,0.0,1.36,0.0,2.28,1.69,1.42,2.34,1.84,1.02,0.23,0.16,0.01,0.08,1.4,0.12,0.0
1533,0.0,0.0,1.13,0.0,2.32,1.26,1.17,2.39,1.86,1.03,0.28,0.13,0.01,0.03,1.43,0.3,0.0
1534,0.11,0.16,0.66,0.08,1.72,0.76,0.69,1.71,1.71,0.79,0.26,0.05,0.0,0.15,1.02,0.2,0.0
1535,0.11,0.16,0.26,0.08,1.48,0.37,0.32,1.45,1.72,0.74,0.3,0.05,0.07,0.15,0.89,0.41,0.36
1536,0.11,0.16,0.01,0.08,1.17,0.22,0.17,1.25,1.71,0.77,0.33,0.01,0.14,0.15,0.7,0.48,0.7
1537,0.0,0.0,0.01,0.0,1.51,0.24,0.17,1.69,1.97,1.04,0.53,0.03,0.14,0.0,0.91,0.55,1.13
1538,0.0,0.0,0.01,0.0,1.56,0.13,0.13,1.56,2.06,1.03,0.34,0.04,0.07,0.1,0.75,0.34,0.96
1539,0.0,0.0,0.01,0.0,1.65,0.18,0.0,1.3,2.13,0.87,0.3,0.05,0.0,0.21,0.41,0.07,0.67
1540,0.0,0.0,0.01,0.0,1.73,0.16,0.0,1.02,2.17,0.99,0.23,0.02,0.0,0.24,0.27,0.0,0.24
1541,0.0,0.0,0.01,0.0,1.82,0.16,0.0,0.87,2.22,1.13,0.38,0.02,0.0,0.17,0.12,0.0,0.06
1542,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.79,2.34,1.36,0.33,0.06,0.0,0.13,0.15,0.0,0.0
1543,0.07,0.0,0.0,0.03,1.64,0.0,0.0,0.87,2.39,1.28,0.2,0.06,0.0,0.17,0.22,0.0,0.0
1544,0.1,0.0,0.0,0.03,1.5,0.0,0.0,0.96,2.42,1.26,0.05,0.06,0.0,0.25,0.18,0.0,0.0
1545,0.1,0.0,0.0,0.27,1.07,0.09,0.05,1.15,1.7,0.83,0.04,0.1,0.0,0.2,0.55,0.0,0.0
1546,0.14,0.1,0.0,0.32,0.7,0.09,0.05,0.93,1.34,0.52,0.03,0.27,0.0,0.38,0.4,0.0,0.0
1547,0.11,0.1,0.0,0.32,0.83,0.24,0.05,0.88,1.32,0.57,0.12,0.27,0.0,0.41,0.42,0.0,0.04
1548,0.11,0.1,0.0,0.08,1.35,0.25,0.0,0.73,1.99,0.99,0.18,0.16,0.0,0.63,0.07,0.0,0.05
1549,0.0,0.0,0.0,0.0,1.83,0.46,0.0,0.91,2.32,1.33,0.18,0.06,0.0,0.54,0.08,0.0,0.19
1550,0.0,0.0,0.0,0.0,1.84,0.51,0.0,0.91,2.33,1.14,0.09,0.06,0.0,0.64,0.06,0.0,0.28
1551,0.0,0.0,0.0,0.0,1.56,0.58,0.0,0.77,2.21,0.83,0.0,0.29,0.09,0.43,0.01,0.0,0.5
1552,0.0,0.0,0.0,0.0,1.27,0.38,0.0,0.6,2.05,0.71,0.0,0.42,0.09,0.25,0.0,0.0,0.76
1553,0.0,0.0,0.01,0.0,1.03,0.17,0.0,0.4,1.9,0.74,0.0,0.6,0.08,0.0,0.0,0.0,1.06
1554,0.0,0.0,0.01,0.0,0.95,0.42,0.0,0.24,1.81,0.74,0.0,0.83,0.0,0.0,0.0,0.0,1.32
1555,0.0,0.0,0.01,0.0,1.02,0.99,0.0,0.56,1.8,0.87,0.0,1.0,0.12,0.0,0.56,0.33,1.29
1556,0.0,0.0,0.0,0.0,0.99,1.44,0.0,0.75,1.77,0.85,0.0,1.0,0.12,0.0,0.97,0.73,1.25
1557,0.1,0.0,0.0,0.11,0.86,1.02,0.0,0.84,1.66,0.82,0.0,0.7,0.12,0.22,0.97,0.73,0.76
1558,0.1,0.0,0.0,0.11,0.69,0.47,0.0,0.65,1.66,0.58,0.0,0.61,0.25,0.22,0.79,0.56,0.86
1559,0.13,0.02,0.0,0.11,0.49,0.02,0.0,0.59,1.52,0.42,0.0,0.56,0.25,0.43,0.38,0.16,0.47
1560,0.23,0.02,0.0,0.14,0.54,0.02,0.0,0.88,1.64,0.61,0.0,0.43,0.25,0.37,0.38,0.16,0.47
1561,0.4,0.07,0.0,0.18,0.6,0.0,0.0,1.17,1.75,0.74,0.0,0.14,0.01,0.42,0.0,0.0,0.0
1562,0.4,0.06,0.0,0.18,0.8,0.0,0.0,1.46,2.07,0.79,0.0,0.02,0.01,0.28,0.0,0.0,0.0
1563,0.26,0.06,0.0,0.06,0.99,0.0,0.0,1.65,2.25,0.74,0.0,0.0,0.01,0.18,0.0,0.0,0.0
1564,0.1,0.1,0.0,0.03,1.07,0.0,0.0,1.72,2.33,0.62,0.0,0.0,0.0,0.14,0.0,0.0,0.0
1565,0.07,0.1,0.0,0.03,1.21,0.18,0.0,1.88,2.38,0.84,0.0,0.0,0.01,0.07,0.11,0.02,0.14
1566,0.14,0.1,0.0,0.0,1.35,0.18,0.0,2.01,2.49,1.07,0.0,0.0,0.13,0.0,0.22,0.02,0.45
1567,0.14,0.0,0.0,0.0,1.12,0.19,0.0,1.76,1.98,0.88,0.0,0.1,0.13,0.0,0.38,0.07,0.45
1568,0.14,0.0,0.0,0.16,1.03,0.01,0.0,1.55,1.95,0.73,0.0,0.1,0.12,0.14,0.55,0.07,0.46
1569,0.04,0.0,0.0,0.16,1.02,0.01,0.0,1.51,1.99,0.71,0.0,0.1,0.0,0.14,0.69,0.09,0.51
1570,0.04,0.02,0.0,0.16,1.38,0.08,0.0,1.95,2.64,1.16,0.0,0.0,0.0,0.14,0.78,0.12,0.8
1571,0.04,0.02,0.0,0.0,1.55,0.08,0.0,2.17,2.73,1.39,0.0,0.0,0.0,0.0,0.78,0.32,1.04
1572,0.0,0.02,0.0,0.0,1.64,0.11,0.05,2.27,2.66,1.46,0.0,0.0,0.0,0.0,0.81,0.4,0.93
1573,0.0,0.0,0.0,0.01,1.67,0.04,0.05,2.18,2.57,1.42,0.0,0.0,0.0,0.0,0.84,0.32,0.97
1574,0.0,0.0,0.0,0.02,1.66,0.04,0.05,2.15,2.53,1.36,0.06,0.0,0.0,0.0,0.85,0.1,0.91
1575,0.0,0.0,0.0,0.02,1.7,0.06,0.0,2.04,2.56,1.3,0.16,0.0,0.0,0.04,0.91,0.22,0.84
1576,0.0,0.0,0.0,0.01,1.81,0.51,0.0,1.98,2.57,1.35,0.19,0.0,0.0,0.08,1.07,0.32,0.77
1577,0.0,0.0,0.03,0.0,1.88,0.86,0.0,1.91,2.58,1.33,0.13,0.0,0.0,0.14,1.12,0.55,0.54
1578,0.0,0.0,0.03,0.0,1.27,0.82,0.0,1.25,1.7,0.88,0.03,0.0,0.0,0.11,0.78,0.33,0.37
1580,0.0,0.0,0.0,0.0,1.13,0.38,0.0,1.05,1.68,0.88,0.0,0.0,0.0,0.09,0.79,0.49,0.36
1581,0.0,0.0,0.0,0.0,1.74,0.55,0.0,1.56,2.57,1.27,0.0,0.0,0.0,0.16,1.02,0.56,0.36
1582,0.0,0.0,0.0,0.0,1.8,0.5,0.0,1.48,2.67,1.24,0.0,0.0,0.0,0.28,0.61,0.33,0.2
1583,0.0,0.0,0.0,0.0,1.81,0.32,0.0,1.39,2.69,1.28,0.0,0.0,0.0,0.44,0.3,0.07,0.0
1584,0.0,0.0,0.0,0.0,1.8,0.21,0.0,1.32,2.66,1.4,0.0,0.0,0.0,0.56,0.07,0.0,0.05
1585,0.0,0.0,0.0,0.0,1.79,0.18,0.0,1.28,2.6,1.45,0.0,0.0,0.0,0.61,0.06,0.0,0.13
1586,0.0,0.0,0.0,0.0,1.76,0.16,0.0,1.26,2.57,1.41,0.0,0.0,0.0,0.6,0.07,0.0,0.14
1587,0.0,0.0,0.0,0.0,1.66,0.24,0.0,1.24,2.57,1.24,0.0,0.0,0.0,0.45,0.11,0.0,0.09
1588,0.0,0.0,0.0,0.0,1.65,0.17,0.0,1.38,2.59,1.33,0.0,0.0,0.0,0.33,0.15,0.0,0.01
1589,0.76,0.27,0.0,0.0,1.08,0.13,0.0,0.97,1.76,0.88,0.0,0.16,0.0,0.14,0.09,0.05,0.0
1590,0.76,0.27,0.0,0.0,0.97,0.0,0.02,0.99,1.52,0.78,0.0,0.16,0.0,0.14,0.2,0.28,0.0
1591,0.76,0.27,0.0,0.0,0.81,0.04,0.04,0.89,1.3,0.5,0.0,0.16,0.0,0.08,0.32,0.48,0.0
1592,0.0,0.0,0.0,0.0,1.01,0.04,0.04,1.17,1.71,0.69,0.09,0.14,0.06,0.2,0.32,0.56,0.0
1593,0.0,0.0,0.0,0.0,0.72,0.04,0.04,0.91,1.43,0.6,0.09,0.48,0.07,0.36,0.16,0.5,0.0
1594,0.0,0.0,0.0,0.0,0.3,0.0,0.02,0.6,0.97,0.47,0.1,0.72,0.08,0.34,0.0,0.52,0.0
1595,0.0,0.0,0.0,0.09,0.13,0.0,0.02,0.62,0.7,0.34,0.01,0.74,0.14,0.22,0.0,0.59,0.02
1596,0.0,0.0,0.0,0.15,0.06,0.0,0.0,0.78,0.51,0.27,0.01,0.61,0.22,0.02,0.0,0.57,0.02
1597,0.05,0.0,0.0,0.15,0.08,0.0,0.0,1.15,0.44,0.37,0.12,0.68,0.42,0.0,0.0,0.41,0.02
1598,0.23,0.0,0.0,0.06,0.06,0.0,0.0,0.97,0.37,0.51,0.12,0.86,0.36,0.0,0.0,0.83,0.0
1599,0.41,0.0,0.0,0.15,0.02,0.0,0.0,0.64,0.22,0.65,0.24,1.02,0.28,0.08,0.0,1.61,0.0
1600,1.06,0.4,0.0,0.15,0.0,0.0,0.0,0.11,0.13,0.41,0.13,0.86,0.1,0.08,0.0,1.66,0.0
1601,1.03,0.4,0.0,0.15,0.0,0.21,0.0,0.0,0.06,0.32,0.13,0.87,0.04,0.17,0.0,2.04,0.0
1602,1.06,0.4,0.0,0.0,0.0,0.21,0.0,0.0,0.06,0.24,0.02,0.81,0.02,0.16,0.0,2.1,0.0
1603,0.45,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.02,0.41,0.02,0.92,0.0,0.29,0.0,3.07,0.0
1604,0.33,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.11,0.35,0.02,0.92,0.0,0.28,0.0,2.95,0.05
1605,0.36,0.0,0.13,0.0,0.0,0.0,0.0,0.39,0.27,0.22,0.0,0.86,0.0,0.22,0.18,2.87,0.39
1606,0.42,0.0,0.13,0.0,0.0,0.0,0.0,0.73,0.53,0.06,0.0,0.81,0.0,0.09,0.52,2.52,0.47
1607,0.58,0.0,0.08,0.0,0.0,0.0,0.0,1.06,0.68,0.0,0.0,0.72,0.0,0.0,0.85,2.41,0.64
1608,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.82,0.15,0.18,0.82,0.0,0.0,0.74,2.18,0.47
1609,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.77,0.15,0.23,0.87,0.0,0.0,0.5,1.85,0.54
1610,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.72,0.15,0.32,0.98,0.0,0.0,0.18,1.57,0.32
1611,0.65,0.42,0.0,0.0,0.0,0.0,0.05,0.58,0.5,0.0,0.14,0.85,0.0,0.0,0.1,0.96,0.15
1612,0.65,0.42,0.0,0.0,0.01,0.0,0.09,0.51,0.47,0.0,0.09,0.87,0.0,0.0,0.22,0.88,0.1
1613,0.65,0.42,0.0,0.0,0.0,0.0,0.04,0.57,0.43,0.0,0.0,0.81,0.0,0.0,0.37,0.75,0.18
1614,0.0,0.0,0.01,0.0,0.09,0.0,0.05,0.9,0.59,0.0,0.05,0.79,0.11,0.01,0.44,0.81,0.26
1615,0.0,0.0,0.06,0.0,0.24,0.0,0.01,1.03,0.63,0.0,0.05,0.8,0.11,0.01,0.41,0.73,0.21
1616,0.04,0.0,0.06,0.0,0.39,0.0,0.01,0.99,0.67,0.08,0.15,0.64,0.23,0.01,0.54,0.59,0.16
1617,0.07,0.0,0.07,0.0,0.47,0.0,0.0,0.88,0.63,0.23,0.1,0.7,0.14,0.0,0.61,0.72,0.13
1618,0.1,0.0,0.04,0.0,0.51,0.0,0.0,0.72,0.63,0.36,0.09,0.65,0.17,0.0,0.59,0.78,0.13
1619,0.12,0.0,0.04,0.0,0.43,0.0,0.05,0.78,0.61,0.47,0.0,0.68,0.05,0.0,0.41,0.68,0.15
1620,0.09,0.0,0.06,0.0,0.36,0.0,0.15,0.86,0.66,0.51,0.0,0.72,0.03,0.01,0.27,0.7,0.2
1621,0.13,0.0,0.11,0.0,0.26,0.09,0.24,0.91,0.74,0.55,0.02,0.72,0.0,0.03,0.22,0.49,0.3
1622,0.07,0.03,0.61,0.12,0.18,0.09,0.18,0.59,0.69,0.36,0.05,0.62,0.0,0.4,0.11,0.61,0.43
1624,0.09,0.03,0.68,0.12,0.1,0.03,0.16,0.73,0.78,0.37,0.03,0.61,0.0,0.37,0.1,0.54,0.46
1625,0.15,0.0,0.22,0.0,0.23,0.15,0.21,1.11,0.85,0.5,0.0,0.99,0.0,0.0,0.22,0.58,0.34
1626,0.11,0.0,0.15,0.0,0.32,0.12,0.17,1.13,0.72,0.34,0.0,1.05,0.0,0.0,0.21,0.78,0.16
1627,0.07,0.0,0.08,0.0,0.43,0.12,0.1,1.13,0.73,0.31,0.23,0.99,0.0,0.0,0.4,0.82,0.07
1628,0.01,0.01,0.05,0.0,0.44,0.0,0.06,1.08,0.82,0.4,0.39,0.85,0.0,0.0,0.45,0.82,0.0
1629,0.02,0.04,0.06,0.0,0.46,0.0,0.0,1.02,0.91,0.6,0.53,0.86,0.0,0.0,0.57,0.77,0.0
1630,0.07,0.04,0.13,0.0,0.37,0.0,0.0,1.05,0.89,0.6,0.51,0.96,0.0,0.0,0.45,0.87,0.0
1631,0.11,0.07,0.21,0.0,0.34,0.0,0.0,1.04,0.86,0.52,0.58,0.94,0.0,0.0,0.39,0.94,0.0
1632,0.18,0.04,0.21,0.0,0.33,0.0,0.0,1.02,0.9,0.45,0.47,0.9,0.0,0.0,0.48,0.97,0.0
1633,0.52,0.64,0.15,0.07,0.27,0.0,0.0,0.67,1.0,0.27,0.26,0.61,0.0,0.14,0.44,0.71,0.0
1634,0.48,0.59,0.05,0.07,0.29,0.0,0.0,0.75,0.98,0.12,0.17,0.65,0.0,0.14,0.6,0.66,0.0
1635,0.38,0.59,0.08,0.07,0.29,0.0,0.0,0.87,0.92,0.0,0.21,0.77,0.0,0.14,0.57,0.7,0.0
1636,0.0,0.0,0.12,0.0,0.41,0.0,0.0,1.23,0.74,0.05,0.39,1.08,0.0,0.0,0.78,0.95,0.0
1637,0.0,0.0,0.16,0.0,0.45,0.0,0.0,1.28,0.76,0.16,0.42,1.15,0.0,0.0,0.71,1.12,0.0
1638,0.0,0.0,0.09,0.0,0.44,0.0,0.0,1.34,0.77,0.19,0.39,1.1,0.0,0.0,0.7,1.23,0.0
1639,0.25,0.0,0.06,0.0,0.38,0.05,0.0,1.47,0.82,0.14,0.33,0.92,0.0,0.0,0.84,1.31,0.13
1640,0.5,0.0,0.0,0.0,0.3,0.11,0.0,1.54,0.82,0.1,0.3,0.69,0.0,0.0,1.03,1.29,0.25
1641,0.69,0.0,0.0,0.23,0.17,0.12,0.04,1.4,0.88,0.14,0.35,0.61,0.0,0.0,1.18,1.42,0.38
1642,0.48,0.0,0.0,0.23,0.11,0.07,0.12,1.24,0.82,0.23,0.35,0.82,0.0,0.0,1.07,1.55,0.35
1643,0.38,0.0,0.0,0.23,0.02,0.08,0.12,0.95,0.72,0.24,0.35,1.0,0.0,0.0,0.8,1.72,0.22
1644,0.43,0.0,0.0,0.0,0.0,0.2,0.0,0.74,0.56,0.27,0.4,1.07,0.0,0.0,0.38,1.85,0.0
1645,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.33,0.1,1.12,1.29,0.79,0.56,0.0,0.7,0.0,0.63
1646,0.03,0.0,0.37,0.0,0.0,0.57,0.0,0.11,0.18,0.94,0.49,0.34,0.38,0.01,0.48,0.0,0.51
1647,0.03,0.0,0.62,0.0,0.0,0.44,0.0,0.0,0.27,0.76,0.06,0.07,0.19,0.04,0.35,0.0,0.46
1648,0.02,0.0,0.8,0.0,0.0,0.38,0.0,0.0,0.3,0.8,0.01,0.08,0.03,0.15,0.21,0.0,0.35
1649,0.02,0.0,0.78,0.0,0.0,0.24,0.0,0.0,0.31,0.72,0.01,0.09,0.0,0.29,0.18,0.0,0.18
1650,0.1,0.0,0.64,0.0,0.0,0.32,0.0,0.0,0.35,0.75,0.01,0.09,0.0,0.3,0.08,0.0,0.06
1651,0.08,0.0,0.46,0.0,0.0,0.3,0.0,0.0,0.37,0.68,0.01,0.05,0.0,0.2,0.04,0.0,0.04
1652,0.08,0.02,0.44,0.01,0.04,0.42,0.04,0.0,0.35,0.58,0.01,0.0,0.0,0.09,0.02,0.0,0.05
1653,0.1,0.1,0.52,0.01,0.09,0.49,0.04,0.0,0.25,0.69,0.03,0.0,0.0,0.04,0.03,0.02,0.01
1654,0.25,0.22,0.53,0.01,0.13,0.51,0.06,0.0,0.14,0.83,0.01,0.0,0.0,0.04,0.03,0.08,0.01
1655,0.25,0.2,0.38,0.0,0.09,0.6,0.02,0.33,0.21,1.11,0.25,0.3,0.22,0.0,0.13,0.12,0.19
1656,0.2,0.17,0.45,0.0,0.03,0.54,0.03,0.33,0.15,0.92,0.24,0.3,0.22,0.1,0.22,0.19,0.19
1657,0.17,0.16,0.5,0.04,0.0,0.43,0.03,0.33,0.18,0.92,0.24,0.3,0.22,0.13,0.19,0.2,0.19
1658,0.19,0.16,0.69,0.04,0.0,0.23,0.05,0.0,0.07,0.71,0.0,0.0,0.0,0.13,0.1,0.19,0.0
1659,0.22,0.11,0.58,0.04,0.0,0.23,0.06,0.0,0.1,0.92,0.0,0.04,0.0,0.03,0.01,0.16,0.0
1660,0.16,0.0,0.52,0.0,0.0,0.23,0.07,0.0,0.09,0.96,0.0,0.06,0.0,0.0,0.08,0.16,0.0
1661,0.18,0.0,0.49,0.0,0.0,0.26,0.05,0.0,0.11,1.07,0.0,0.06,0.0,0.0,0.14,0.18,0.0
1662,0.16,0.0,0.55,0.0,0.0,0.32,0.03,0.0,0.13,1.11,0.0,0.01,0.0,0.0,0.21,0.15,0.0
1663,0.1,0.07,0.43,0.0,0.0,0.28,0.0,0.0,0.21,1.19,0.0,0.0,0.0,0.02,0.14,0.09,0.0
1664,0.06,0.16,0.26,0.09,0.0,0.2,0.0,0.0,0.32,1.35,0.0,0.12,0.0,0.09,0.07,0.07,0.07
1665,0.0,0.2,0.06,0.15,0.0,0.04,0.0,0.0,0.41,1.45,0.0,0.19,0.0,0.14,0.0,0.09,0.07
1666,0.0,0.13,0.01,0.15,0.0,0.4,0.0,0.19,0.39,1.37,0.18,0.42,0.22,0.12,0.18,0.07,0.3
1667,0.0,0.04,0.01,0.07,0.0,0.4,0.02,0.19,0.33,1.28,0.18,0.31,0.22,0.05,0.24,0.09,0.26
1668,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.19,0.33,1.23,0.18,0.24,0.22,0.0,0.24,0.12,0.26
1669,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.35,1.35,0.04,0.05,0.0,0.0,0.06,0.2,0.03
1670,0.0,0.0,0.05,0.0,0.0,0.04,0.0,0.0,0.33,1.45,0.19,0.11,0.0,0.0,0.01,0.25,0.01
1671,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.27,1.56,0.3,0.17,0.0,0.0,0.05,0.33,0.0
1672,0.0,0.0,0.16,0.0,0.0,0.04,0.0,0.0,0.24,1.62,0.29,0.24,0.0,0.0,0.22,0.27,0.0
1673,0.0,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.25,1.7,0.22,0.32,0.0,0.0,0.34,0.16,0.0
1674,0.0,0.02,0.29,0.0,0.0,0.01,0.0,0.0,0.24,1.71,0.19,0.44,0.0,0.02,0.38,0.08,0.0
1675,0.02,0.02,0.31,0.0,0.0,0.12,0.04,0.0,0.22,1.81,0.19,0.41,0.0,0.02,0.22,0.09,0.0
1676,0.03,0.0,0.24,0.0,0.0,0.22,0.09,0.0,0.2,1.83,0.13,0.34,0.0,0.02,0.08,0.1,0.0
1677,0.03,0.0,0.21,0.0,0.0,0.55,0.09,0.29,0.35,1.62,0.18,0.48,0.03,0.0,0.15,0.04,0.2
1678,0.14,0.0,0.17,0.0,0.0,0.44,0.08,0.29,0.29,1.45,0.16,0.54,0.03,0.01,0.24,0.01,0.19
1679,0.24,0.06,0.29,0.0,0.0,0.41,0.05,0.29,0.27,1.35,0.13,0.65,0.03,0.02,0.37,0.02,0.19
1680,0.34,0.06,0.48,0.02,0.0,0.14,0.05,0.0,0.05,1.52,0.0,0.53,0.0,0.02,0.36,0.1,0.0
1681,0.22,0.06,0.54,0.02,0.0,0.14,0.02,0.0,0.12,1.58,0.0,0.54,0.03,0.01,0.39,0.21,0.0
1682,0.1,0.0,0.47,0.02,0.0,0.07,0.0,0.0,0.17,1.64,0.0,0.49,0.03,0.0,0.38,0.28,0.03
1683,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.24,1.62,0.0,0.36,0.03,0.0,0.35,0.39,0.03
1684,0.01,0.0,0.65,0.02,0.0,0.0,0.0,0.0,0.24,1.64,0.0,0.3,0.02,0.0,0.25,0.36,0.03
1685,0.03,0.0,0.55,0.06,0.0,0.0,0.0,0.0,0.25,1.7,0.0,0.26,0.02,0.0,0.13,0.32,0.0
1686,0.03,0.0,0.36,0.06,0.0,0.0,0.01,0.0,0.23,1.65,0.03,0.32,0.07,0.0,0.04,0.17,0.0
1687,0.02,0.0,0.29,0.04,0.0,0.0,0.01,0.0,0.19,1.58,0.05,0.4,0.05,0.0,0.01,0.15,0.0
1688,0.14,0.0,0.25,0.0,0.0,0.0,0.01,0.23,0.27,1.25,0.24,0.58,0.21,0.0,0.19,0.15,0.58
1689,0.14,0.0,0.27,0.0,0.0,0.0,0.0,0.23,0.24,1.3,0.21,0.49,0.17,0.06,0.18,0.23,0.58
1690,0.14,0.0,0.33,0.0,0.0,0.0,0.02,0.23,0.28,1.33,0.19,0.48,0.17,0.1,0.18,0.3,0.58
1691,0.02,0.0,0.46,0.0,0.0,0.0,0.02,0.0,0.13,1.6,0.0,0.34,0.0,0.12,0.03,0.32,0.0
1692,0.02,0.0,0.31,0.05,0.0,0.0,0.02,0.0,0.16,1.69,0.0,0.37,0.02,0.06,0.03,0.25,0.0
1693,0.02,0.0,0.13,0.16,0.0,0.0,0.0,0.0,0.16,1.85,0.0,0.41,0.13,0.03,0.03,0.13,0.0
1694,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.19,1.96,0.0,0.45,0.23,0.0,0.0,0.05,0.04
1695,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.23,2.0,0.01,0.58,0.32,0.0,0.0,0.0,0.04
1696,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.31,1.83,0.14,0.57,0.48,0.0,0.28,0.02,0.54
1697,0.42,0.2,0.0,0.0,0.0,0.02,0.0,0.27,0.38,1.57,0.42,0.52,0.54,0.0,0.38,0.03,1.16
1698,0.61,0.2,0.13,0.0,0.0,0.26,0.0,0.27,0.51,1.2,0.54,0.37,0.43,0.0,0.49,0.03,1.57
1699,0.8,0.32,0.26,0.0,0.0,0.61,0.0,0.13,0.56,0.88,0.66,0.23,0.17,0.0,0.33,0.01,1.42
1700,0.88,0.37,0.38,0.0,0.0,1.03,0.0,0.0,0.57,0.61,0.74,0.09,0.02,0.0,0.36,0.0,1.06
1701,0.01,0.26,0.57,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.38,1.02,0.0,0.0,0.17,0.85,0.0
1702,0.18,0.09,0.53,0.09,0.15,0.0,0.0,1.05,0.53,0.0,0.13,0.63,0.0,0.0,0.2,0.51,0.3
1703,0.23,0.0,0.47,0.09,0.19,0.0,0.0,1.01,0.73,0.0,0.0,0.34,0.0,0.0,0.14,0.3,0.42
1704,0.22,0.0,0.46,0.0,0.25,0.0,0.0,0.75,0.74,0.15,0.0,0.17,0.06,0.0,0.06,0.2,0.64
1705,0.06,0.0,0.49,0.0,0.24,0.0,0.0,0.6,0.75,0.18,0.11,0.1,0.06,0.0,0.03,0.07,0.4
1706,0.0,0.0,0.51,0.0,0.36,0.0,0.0,0.62,0.87,0.24,0.21,0.13,0.06,0.0,0.06,0.08,0.29
1707,0.0,0.15,0.54,0.0,0.43,0.17,0.0,0.61,0.87,0.29,0.37,0.23,0.0,0.0,0.11,0.11,0.07
1708,0.06,0.15,0.56,0.0,0.48,0.24,0.0,0.73,0.86,0.26,0.3,0.47,0.0,0.0,0.19,0.32,0.07
1709,0.1,0.16,0.61,0.0,0.53,0.27,0.01,0.78,0.83,0.2,0.2,0.56,0.0,0.07,0.22,0.34,0.07
1710,0.1,0.17,0.67,0.0,0.57,0.17,0.01,0.72,0.84,0.0,0.05,0.54,0.0,0.16,0.19,0.48,0.0
1711,0.09,0.42,0.6,0.15,0.41,0.11,0.01,0.76,0.61,0.0,0.18,0.6,0.0,0.16,0.13,0.53,0.08
