, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
870,0.08,0.28,0.93,0.0,0.04,0.0,0.0,1.35,1.14,0.0,0.0,0.11,0.0,0.0,1.07,0.0,0.01
871,0.0,0.03,0.83,0.0,0.07,0.0,0.0,1.39,1.05,0.0,0.0,0.09,0.0,0.0,0.9,0.0,0.02
872,0.0,0.03,0.74,0.0,0.05,0.2,0.05,1.38,0.88,0.0,0.0,0.19,0.11,0.0,0.59,0.02,0.06
873,0.0,0.0,0.98,0.0,0.11,0.22,0.11,1.36,0.76,0.0,0.06,0.22,0.28,0.0,0.58,0.01,0.11
874,0.0,0.0,1.2,0.0,0.18,0.33,0.13,1.38,0.75,0.0,0.06,0.25,0.32,0.0,0.68,0.01,0.1
875,0.0,0.0,1.24,0.0,0.18,0.22,0.08,1.28,0.74,0.0,0.06,0.31,0.29,0.0,0.91,0.0,0.05
876,0.01,0.69,1.06,0.0,0.19,0.23,0.02,1.37,1.06,0.86,0.45,0.77,0.12,0.19,0.74,0.59,0.19
877,0.01,0.69,0.85,0.0,0.1,0.11,0.0,1.3,1.05,0.86,0.45,1.02,0.09,0.19,0.85,0.71,0.19
878,0.01,0.69,0.65,0.0,0.09,0.03,0.01,1.1,0.96,0.86,0.45,1.06,0.3,0.23,0.49,0.75,0.28
879,0.01,0.0,0.49,0.0,0.02,0.0,0.01,0.65,0.63,0.0,0.0,0.55,0.47,0.05,0.37,0.17,0.09
880,0.01,0.04,0.49,0.0,0.0,0.0,0.01,0.31,0.69,0.0,0.0,0.27,0.77,0.05,0.0,0.04,0.09
881,0.01,0.14,0.58,0.0,0.0,0.0,0.0,0.13,0.75,0.0,0.0,0.03,0.67,0.0,0.08,0.0,0.0
882,0.0,0.14,0.74,0.05,0.0,0.0,0.0,0.09,0.75,0.0,0.0,0.02,0.74,0.0,0.17,0.0,0.0
883,0.03,0.1,0.79,0.13,0.0,0.0,0.0,0.17,0.7,0.0,0.0,0.0,0.68,0.0,0.25,0.0,0.0
884,0.03,0.0,0.67,0.13,0.0,0.0,0.0,0.35,0.72,0.0,0.0,0.0,0.64,0.0,0.32,0.0,0.0
885,0.03,0.0,0.58,0.08,0.0,0.0,0.0,0.44,0.76,0.0,0.0,0.0,0.44,0.03,0.4,0.0,0.0
886,0.0,0.0,0.6,0.0,0.0,0.05,0.0,0.51,0.77,0.0,0.0,0.0,0.2,0.03,0.38,0.0,0.0
887,0.09,0.91,0.96,0.05,0.14,0.56,0.0,0.93,1.02,0.78,0.57,0.56,0.04,0.23,0.22,0.67,0.07
888,0.09,0.91,1.11,0.05,0.17,0.7,0.0,0.89,0.99,0.78,0.57,0.72,0.05,0.22,0.17,0.67,0.07
889,0.1,0.91,0.94,0.05,0.17,0.64,0.0,0.98,0.99,0.78,0.57,0.79,0.22,0.22,0.25,0.67,0.12
890,0.01,0.0,1.01,0.0,0.16,0.14,0.0,0.73,0.88,0.61,0.6,1.1,0.22,0.37,0.35,1.19,0.05
891,0.0,0.0,1.78,0.0,0.39,0.0,0.0,1.02,1.11,1.82,1.79,2.62,0.0,1.09,0.29,3.57,0.0
892,0.75,0.0,0.07,0.0,0.0,0.0,0.4,0.0,0.61,0.0,1.02,0.75,0.84,0.81,0.78,0.37,0.71
893,0.41,0.29,0.02,0.03,0.0,0.0,0.13,0.0,0.24,0.01,0.34,0.37,0.28,0.42,0.38,0.28,0.63
894,0.16,0.29,0.09,0.03,0.0,0.0,0.09,0.0,0.05,0.01,0.0,0.23,0.0,0.18,0.24,0.26,0.77
895,0.21,0.29,0.09,0.03,0.0,0.0,0.09,0.0,0.06,0.01,0.0,0.23,0.0,0.06,0.25,0.31,0.61
896,0.05,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.11,0.0,0.06,0.15,0.35,0.75
897,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.03,0.0,0.0,0.13,0.05,0.32,0.37
898,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.08,0.0,0.06,0.0,0.0,0.24,0.09,0.29,0.14
899,0.0,0.0,0.12,0.0,0.0,0.0,0.28,0.0,0.07,0.0,0.06,0.0,0.0,0.36,0.08,0.22,0.0
900,0.0,0.0,0.12,0.0,0.0,0.0,0.21,0.0,0.04,0.0,0.04,0.05,0.0,0.26,0.08,0.17,0.0
901,0.0,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.04,0.0,0.0,0.05,0.0,0.2,0.05,0.07,0.0
902,0.0,0.0,0.14,0.0,0.0,0.0,0.09,0.0,0.21,0.0,0.58,0.28,0.21,0.26,0.19,0.13,0.25
903,0.0,0.0,0.14,0.0,0.0,0.0,0.09,0.0,0.22,0.0,0.58,0.23,0.21,0.3,0.2,0.1,0.25
904,0.11,0.07,0.13,0.05,0.0,0.0,0.09,0.0,0.25,0.0,0.58,0.23,0.21,0.24,0.27,0.1,0.25
905,0.23,0.32,0.06,0.19,0.0,0.0,0.04,0.0,0.12,0.0,0.03,0.13,0.0,0.04,0.27,0.03,0.0
906,0.42,0.48,0.14,0.19,0.0,0.0,0.16,0.0,0.1,0.0,0.03,0.16,0.0,0.0,0.38,0.09,0.0
907,0.32,0.41,0.3,0.17,0.0,0.0,0.25,0.0,0.03,0.0,0.08,0.32,0.0,0.0,0.39,0.09,0.0
908,0.24,0.16,0.42,0.03,0.0,0.0,0.32,0.0,0.0,0.0,0.11,0.35,0.0,0.0,0.37,0.08,0.0
909,0.3,0.08,0.37,0.06,0.0,0.0,0.31,0.0,0.0,0.0,0.11,0.4,0.0,0.0,0.53,0.02,0.0
910,0.46,0.17,0.21,0.12,0.0,0.0,0.35,0.0,0.0,0.0,0.12,0.31,0.0,0.0,0.54,0.1,0.0
911,0.48,0.17,0.04,0.17,0.0,0.0,0.39,0.0,0.0,0.0,0.07,0.28,0.11,0.0,0.52,0.08,0.0
912,0.37,0.26,0.0,0.14,0.0,0.0,0.29,0.0,0.0,0.0,0.39,0.33,0.11,0.0,0.31,0.08,0.0
913,0.2,0.17,0.0,0.05,0.25,0.0,0.26,0.07,0.07,0.0,0.6,0.42,0.11,0.27,0.3,0.08,0.05
914,0.13,0.2,0.0,0.0,0.25,0.0,0.11,0.07,0.07,0.0,0.89,0.38,0.0,0.27,0.25,0.08,0.05
915,0.0,0.03,0.0,0.05,0.25,0.0,0.11,0.07,0.07,0.0,0.73,0.38,0.1,0.27,0.15,0.08,0.05
916,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.4,0.1,0.0,0.05,0.04,0.0
917,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.49,0.1,0.11,0.0,0.04,0.0
918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.11,0.0,0.04,0.0
919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.11,0.06,0.0,0.0
920,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.71,0.0,0.0,0.18,0.0,0.0
921,0.0,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.12,0.74,0.22,0.0,0.23,0.23,0.09
922,0.07,0.0,0.12,0.19,0.0,0.0,0.09,0.0,0.0,0.0,0.12,0.76,0.34,0.02,0.22,0.23,0.23
923,0.12,0.0,0.09,0.49,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.53,0.35,0.02,0.29,0.36,0.23
924,0.12,0.0,0.0,0.49,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.34,0.13,0.02,0.25,0.13,0.14
925,0.05,0.0,0.0,0.53,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.29,0.01,0.0,0.4,0.21,0.0
926,0.04,0.0,0.0,0.23,0.0,0.0,0.05,0.0,0.0,0.0,0.02,0.32,0.1,0.0,0.46,0.26,0.08
927,0.2,0.06,0.0,0.35,0.0,0.0,0.05,0.0,0.0,0.0,0.08,0.47,0.1,0.0,0.46,0.35,0.08
928,0.2,0.17,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.15,0.67,0.11,0.0,0.26,0.31,0.26
929,0.15,0.27,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.21,0.61,0.02,0.0,0.01,0.18,0.18
930,0.01,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.25,0.61,0.03,0.0,0.01,0.11,0.18
931,0.02,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.34,0.09,0.0,0.17,0.12,0.0
932,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.49,0.19,0.0,0.24,0.12,0.0
933,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.56,0.18,0.0,0.24,0.16,0.09
934,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.49,0.11,0.01,0.08,0.24,0.09
935,0.0,0.0,0.0,0.0,0.07,0.28,0.0,0.0,0.04,0.07,0.1,0.67,0.0,0.38,0.0,0.21,0.09
936,0.0,0.0,0.0,0.0,0.07,0.28,0.0,0.0,0.04,0.07,0.16,0.51,0.0,0.38,0.0,0.23,0.0
937,0.0,0.0,0.0,0.0,0.07,0.28,0.0,0.0,0.04,0.07,0.08,0.64,0.0,0.38,0.0,0.16,0.04
938,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.0,0.01,0.0,0.22,0.04
939,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.21,0.07,0.01,0.0,0.14,0.04
940,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.15,0.0,0.03,0.07,0.0
941,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.04,0.25,0.0,0.03,0.01,0.0
942,0.06,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.31,0.18,0.0,0.08,0.03,0.17
943,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.5,0.1,0.0,0.17,0.03,0.17
944,0.18,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.11,0.68,0.0,0.0,0.37,0.12,0.21
945,0.12,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.53,0.02,0.01,0.32,0.1,0.28
946,0.08,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.34,0.02,0.01,0.21,0.1,0.28
948,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.02,0.15,0.0,0.27
949,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.23,0.02,0.32,0.0,0.62
950,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.23,0.0,0.45,0.06,0.94
951,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.0,0.53,0.15,0.97
952,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.0,0.36,0.25,0.77
953,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.0,0.0,0.3,0.31,0.42
954,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.22,0.26
957,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.02,0.14,0.0,0.02,0.0,0.41,0.0,0.47,1.04
958,0.26,0.06,0.47,0.0,0.29,0.4,0.0,0.4,0.37,0.71,0.09,1.29,0.43,0.0,0.0,0.62,0.0
959,0.36,0.02,0.25,0.04,0.1,0.19,0.0,0.48,0.16,0.45,0.15,0.95,0.3,0.0,0.55,0.54,0.07
960,0.27,0.0,0.24,0.04,0.08,0.15,0.0,0.58,0.06,0.21,0.18,0.75,0.16,0.0,0.81,0.33,0.4
961,0.32,0.07,0.31,0.0,0.08,0.15,0.0,0.53,0.12,0.12,0.24,0.67,0.43,0.0,1.0,0.28,0.94
962,0.38,0.13,0.42,0.0,0.08,0.09,0.0,0.49,0.22,0.0,0.13,0.56,0.84,0.0,0.96,0.32,1.38
963,0.48,0.13,0.45,0.0,0.03,0.0,0.03,0.55,0.29,0.15,0.07,0.44,0.91,0.0,1.05,0.39,1.43
964,0.27,0.06,0.56,0.0,0.12,0.23,0.03,0.79,0.37,0.34,0.01,0.58,0.66,0.0,0.88,0.24,1.01
965,0.15,0.04,0.59,0.0,0.3,0.48,0.03,0.91,0.4,0.45,0.0,0.48,0.41,0.0,0.87,0.25,0.56
966,0.06,0.04,0.56,0.0,0.43,0.73,0.06,0.9,0.39,0.36,0.03,0.36,0.38,0.0,0.73,0.35,0.18
967,0.06,0.08,0.43,0.0,0.44,0.79,0.08,0.86,0.28,0.24,0.08,0.09,0.2,0.0,0.79,0.49,0.06
968,0.11,0.16,0.52,0.0,0.38,0.82,0.08,0.72,0.21,0.31,0.14,0.4,0.19,0.0,0.46,0.46,0.0
969,0.26,0.16,0.6,0.0,0.33,0.93,0.02,0.58,0.16,0.25,0.12,0.4,0.15,0.0,0.8,0.42,0.16
970,0.32,0.12,0.61,0.0,0.21,0.79,0.0,0.29,0.1,0.22,0.07,0.43,0.15,0.0,0.78,0.34,0.37
971,0.29,0.0,0.57,0.0,0.12,0.6,0.0,0.17,0.02,0.17,0.16,0.12,0.03,0.0,0.99,0.3,0.37
972,0.16,0.0,0.47,0.0,0.07,0.37,0.05,0.15,0.0,0.17,0.28,0.26,0.03,0.0,0.48,0.39,0.21
973,0.12,0.0,0.42,0.0,0.11,0.45,0.09,0.27,0.0,0.12,0.39,0.31,0.03,0.0,0.34,0.59,0.0
974,0.05,0.0,0.35,0.0,0.13,0.38,0.15,0.43,0.0,0.0,0.42,0.42,0.0,0.0,0.17,0.66,0.0
975,0.11,0.0,0.38,0.1,0.14,0.28,0.1,0.43,0.0,0.0,0.45,0.53,0.0,0.0,0.23,0.63,0.0
976,0.13,0.0,0.39,0.13,0.1,0.22,0.06,0.36,0.0,0.02,0.34,0.6,0.0,0.07,0.14,0.55,0.0
977,0.14,0.0,0.32,0.13,0.1,0.21,0.0,0.24,0.0,0.02,0.15,0.67,0.0,0.23,0.1,0.54,0.0
978,0.04,0.0,0.2,0.07,0.05,0.17,0.0,0.17,0.0,0.02,0.0,0.67,0.0,0.39,0.0,0.44,0.0
979,0.06,0.07,0.29,0.04,0.17,0.12,0.0,0.21,0.08,0.19,0.1,0.86,0.1,0.33,0.05,0.51,0.0
980,0.12,0.07,0.27,0.04,0.14,0.12,0.05,0.16,0.08,0.26,0.1,0.8,0.1,0.16,0.13,0.35,0.11
981,0.13,0.07,0.35,0.0,0.12,0.12,0.05,0.15,0.08,0.32,0.1,0.56,0.1,0.0,0.49,0.45,0.17
982,0.16,0.0,0.31,0.0,0.0,0.0,0.05,0.12,0.0,0.16,0.0,0.25,0.0,0.0,0.77,0.47,0.17
983,0.15,0.0,0.4,0.0,0.0,0.0,0.0,0.14,0.0,0.12,0.0,0.22,0.0,0.0,1.0,0.73,0.05
984,0.15,0.0,0.46,0.04,0.0,0.0,0.01,0.1,0.0,0.09,0.0,0.33,0.0,0.0,0.96,0.83,0.0
985,0.09,0.0,0.51,0.04,0.0,0.0,0.01,0.1,0.0,0.24,0.0,0.52,0.0,0.0,0.88,0.76,0.0
986,0.03,0.0,0.35,0.04,0.0,0.0,0.01,0.15,0.0,0.27,0.0,0.66,0.0,0.0,0.57,0.67,0.0
987,0.03,0.0,0.26,0.0,0.0,0.07,0.0,0.2,0.02,0.26,0.0,0.71,0.09,0.0,0.36,0.75,0.0
988,0.06,0.0,0.24,0.0,0.01,0.14,0.01,0.34,0.1,0.3,0.0,0.61,0.18,0.0,0.27,0.65,0.0
989,0.06,0.0,0.38,0.0,0.01,0.16,0.01,0.52,0.2,0.44,0.0,0.49,0.19,0.0,0.33,0.54,0.0
990,0.13,0.03,0.47,0.0,0.06,0.25,0.01,0.6,0.25,0.58,0.06,0.68,0.28,0.0,0.27,0.34,0.0
991,0.06,0.03,0.43,0.0,0.1,0.24,0.0,0.49,0.22,0.38,0.06,0.57,0.19,0.0,0.59,0.26,0.04
992,0.09,0.03,0.52,0.09,0.19,0.25,0.03,0.38,0.21,0.34,0.06,0.47,0.23,0.0,0.91,0.23,0.04
993,0.03,0.0,0.46,0.09,0.3,0.14,0.14,0.42,0.27,0.31,0.0,0.13,0.09,0.0,1.23,0.2,0.04
994,0.03,0.0,0.34,0.14,0.41,0.07,0.18,0.44,0.33,0.47,0.0,0.08,0.2,0.0,1.14,0.37,0.0
995,0.0,0.0,0.1,0.08,0.48,0.04,0.18,0.48,0.37,0.46,0.0,0.03,0.24,0.01,1.13,0.48,0.0
996,0.0,0.0,0.11,0.08,0.5,0.12,0.1,0.43,0.39,0.39,0.0,0.13,0.38,0.04,1.03,0.46,0.0
997,0.0,0.0,0.2,0.03,0.57,0.52,0.13,0.5,0.44,0.22,0.0,0.31,0.28,0.04,0.85,0.52,0.0
998,0.03,0.0,0.28,0.0,0.49,0.67,0.1,0.5,0.45,0.15,0.0,0.64,0.18,0.1,0.48,0.42,0.0
999,0.03,0.0,0.32,0.0,0.33,0.73,0.08,0.47,0.44,0.09,0.0,0.91,0.02,0.15,0.21,0.43,0.0
1000,0.06,0.1,0.33,0.0,0.11,0.33,0.0,0.45,0.44,0.1,0.0,1.11,0.01,0.24,0.0,0.34,0.0
1001,0.03,0.1,0.51,0.0,0.12,0.45,0.0,0.42,0.38,0.22,0.0,1.09,0.15,0.17,0.08,0.66,0.0
1002,0.05,0.1,0.47,0.0,0.09,0.37,0.04,0.31,0.3,0.41,0.0,0.93,0.15,0.09,0.11,0.63,0.0
1003,0.02,0.0,0.38,0.0,0.11,0.37,0.04,0.14,0.24,0.64,0.0,0.71,0.14,0.05,0.11,0.61,0.01
1004,0.02,0.0,0.23,0.0,0.17,0.21,0.04,0.1,0.24,0.59,0.01,0.41,0.01,0.05,0.37,0.54,0.01
1005,0.0,0.0,0.25,0.0,0.21,0.11,0.0,0.27,0.3,0.44,0.01,0.2,0.01,0.05,0.72,0.73,0.14
1006,0.0,0.0,0.34,0.0,0.23,0.11,0.0,0.42,0.33,0.22,0.01,0.04,0.01,0.0,1.02,0.86,0.27
1007,0.0,0.0,0.29,0.0,0.17,0.0,0.05,0.51,0.49,0.18,0.0,0.04,0.0,0.0,1.01,0.61,0.75
1008,0.18,0.1,0.15,0.0,0.18,0.0,0.05,0.48,0.65,0.21,0.0,0.03,0.0,0.0,0.94,0.31,1.02
1009,0.18,0.1,0.05,0.0,0.26,0.0,0.09,0.45,0.69,0.19,0.0,0.0,0.0,0.0,0.89,0.13,1.36
1010,0.23,0.17,0.05,0.0,0.44,0.3,0.07,0.57,0.7,0.1,0.05,0.0,0.0,0.0,0.71,0.13,0.98
1011,0.09,0.21,0.11,0.0,0.66,0.63,0.09,0.71,0.64,0.04,0.09,0.0,0.0,0.0,0.57,0.17,0.71
1012,0.6,1.0,0.13,0.41,0.6,0.63,0.05,0.59,0.81,0.04,0.57,0.76,0.01,0.68,0.32,0.09,0.24
1014,0.51,0.79,0.07,0.41,0.44,0.43,0.0,0.84,0.84,0.06,0.48,0.78,0.01,0.68,0.47,0.0,0.14
1015,0.0,0.0,0.14,0.0,0.66,0.69,0.03,1.22,0.73,0.33,0.0,0.1,0.0,0.06,0.52,0.0,0.19
1016,0.0,0.0,0.19,0.0,0.66,0.63,0.03,1.04,0.67,0.61,0.0,0.24,0.0,0.17,0.29,0.0,0.06
1017,0.0,0.0,0.27,0.0,0.6,0.53,0.03,0.98,0.67,0.87,0.0,0.31,0.0,0.28,0.05,0.0,0.06
1018,0.0,0.0,0.34,0.0,0.59,0.48,0.0,0.73,0.58,0.76,0.0,0.25,0.0,0.36,0.0,0.0,0.08
1019,0.0,0.0,0.37,0.0,0.64,0.48,0.0,0.62,0.52,0.59,0.0,0.12,0.0,0.45,0.0,0.0,0.08
1020,0.0,0.0,0.29,0.0,0.64,0.33,0.0,0.37,0.46,0.56,0.12,0.1,0.0,0.55,0.0,0.0,0.08
1021,0.0,0.0,0.17,0.0,0.55,0.27,0.0,0.46,0.53,0.46,0.31,0.17,0.0,0.52,0.0,0.0,0.0
1022,0.0,0.0,0.03,0.0,0.48,0.18,0.0,0.46,0.58,0.41,0.49,0.26,0.0,0.41,0.0,0.0,0.0
1023,0.13,0.0,0.2,0.0,0.35,0.41,0.0,0.61,0.41,0.28,0.48,0.48,0.18,0.19,0.38,0.39,0.09
1024,0.21,0.25,0.17,0.0,0.23,0.26,0.03,0.44,0.33,0.39,0.3,0.38,0.18,0.09,0.42,0.39,0.46
1025,0.49,0.45,0.17,0.01,0.17,0.22,0.03,0.24,0.3,0.3,0.11,0.29,0.18,0.0,0.42,0.39,0.85
1026,0.36,0.45,0.09,0.01,0.25,0.08,0.03,0.04,0.46,0.19,0.03,0.0,0.0,0.04,0.03,0.0,1.3
1027,0.27,0.23,0.24,0.01,0.36,0.1,0.0,0.0,0.48,0.01,0.03,0.0,0.0,0.14,0.0,0.0,1.0
1028,0.0,0.13,0.39,0.0,0.43,0.1,0.0,0.0,0.44,0.01,0.05,0.0,0.0,0.24,0.0,0.0,0.69
1029,0.0,0.28,0.44,0.0,0.46,0.04,0.0,0.1,0.36,0.0,0.03,0.06,0.0,0.46,0.0,0.0,0.15
1030,0.0,0.25,0.51,0.0,0.51,0.1,0.0,0.19,0.31,0.0,0.06,0.09,0.0,0.46,0.11,0.0,0.08
1031,0.0,0.21,0.67,0.04,0.5,0.1,0.0,0.24,0.32,0.0,0.21,0.23,0.0,0.4,0.29,0.0,0.0
1032,0.0,0.06,0.73,0.11,0.5,0.08,0.0,0.35,0.38,0.0,0.28,0.35,0.0,0.26,0.29,0.0,0.0
1033,0.0,0.06,0.73,0.29,0.48,0.0,0.0,0.48,0.46,0.0,0.31,0.55,0.0,0.28,0.18,0.06,0.0
1034,0.08,0.0,0.58,0.26,0.34,0.14,0.0,0.7,0.32,0.15,0.16,0.65,0.0,0.23,0.26,0.3,0.01
1035,0.08,0.0,0.61,0.18,0.18,0.14,0.0,0.49,0.19,0.25,0.25,0.65,0.0,0.12,0.42,0.3,0.01
1036,0.08,0.01,0.63,0.12,0.05,0.14,0.0,0.29,0.06,0.31,0.27,0.66,0.0,0.0,0.42,0.25,0.01
1037,0.0,0.01,0.54,0.2,0.1,0.0,0.0,0.1,0.14,0.16,0.36,0.49,0.0,0.03,0.26,0.05,0.0
1038,0.0,0.01,0.52,0.23,0.1,0.1,0.05,0.22,0.13,0.13,0.21,0.67,0.11,0.03,0.26,0.33,0.03
1039,0.0,0.0,0.64,0.08,0.0,0.31,0.16,0.34,0.0,0.22,0.08,1.1,0.32,0.0,0.48,0.83,0.09
1040,0.0,0.0,3.52,0.0,0.21,2.0,0.39,1.36,0.0,0.0,0.0,0.0,0.21,0.0,2.13,1.84,0.0
1041,0.15,0.0,1.92,0.0,0.42,1.6,0.19,1.6,0.21,0.02,0.31,0.78,0.07,0.26,1.15,1.4,0.03
1042,0.25,0.0,0.95,0.0,0.65,1.31,0.06,1.48,0.47,0.32,0.4,1.19,0.11,0.38,0.44,0.93,0.03
1043,0.51,0.0,0.67,0.0,0.73,1.2,0.0,1.11,0.69,0.43,0.27,1.04,0.11,0.38,0.02,0.59,0.0
1044,0.47,0.0,0.86,0.0,0.58,1.19,0.0,0.85,0.57,0.48,0.09,0.87,0.41,0.13,0.02,0.47,0.0
1045,0.43,0.0,0.97,0.0,0.55,1.4,0.06,0.92,0.53,0.18,0.1,0.74,0.32,0.08,0.08,0.47,0.0
1046,0.29,0.0,0.89,0.0,0.79,1.43,0.06,0.72,0.55,0.15,0.29,0.47,0.5,0.08,0.06,0.4,0.0
1047,0.31,0.0,0.9,0.0,1.03,1.07,0.1,0.66,0.74,0.09,0.4,0.31,0.19,0.07,0.27,0.45,0.0
1048,0.25,0.0,0.71,0.0,1.03,0.84,0.04,0.54,0.71,0.12,0.3,0.1,0.18,0.0,0.35,0.56,0.0
1049,0.13,0.0,0.8,0.0,1.1,0.96,0.08,0.6,0.76,0.07,0.11,0.1,0.07,0.0,0.36,0.63,0.0
1050,0.0,0.0,0.53,0.0,1.08,1.39,0.04,0.71,0.82,0.18,0.0,0.06,0.07,0.0,0.34,0.49,0.13
1051,0.0,0.0,1.12,0.0,0.91,1.43,0.23,1.06,0.62,0.14,0.13,0.3,0.07,0.0,0.65,0.61,0.13
1052,0.06,0.0,0.82,0.0,0.65,1.38,0.19,1.11,0.68,0.19,0.13,0.3,0.0,0.0,1.0,0.5,0.13
1053,0.18,0.0,0.73,0.0,0.44,1.14,0.19,1.27,0.61,0.11,0.45,0.31,0.05,0.0,1.06,0.5,0.0
1054,0.25,0.0,0.03,0.0,0.56,1.28,0.0,0.81,0.94,0.23,0.43,0.12,0.15,0.0,0.72,0.17,0.0
1055,0.2,0.0,0.0,0.0,0.8,1.6,0.0,0.91,1.05,0.3,0.49,0.41,0.24,0.0,0.36,0.24,0.0
1056,0.22,0.0,0.0,0.0,0.97,1.67,0.0,0.81,1.29,0.5,0.17,0.56,0.19,0.0,0.25,0.37,0.0
1057,0.31,0.0,0.05,0.0,1.09,1.45,0.0,0.96,1.36,0.77,0.07,0.69,0.11,0.0,0.22,0.42,0.0
1058,0.5,0.23,0.05,0.0,0.88,0.83,0.0,0.78,1.32,0.89,0.11,0.62,0.03,0.0,0.22,0.33,0.11
1059,0.84,0.53,0.11,0.0,0.82,0.69,0.0,0.87,1.25,1.06,0.31,0.87,0.03,0.0,0.08,0.2,0.11
1060,0.92,0.56,0.14,0.01,0.77,0.47,0.0,0.71,1.32,1.25,0.31,0.88,0.0,0.0,0.0,0.13,0.27
1061,0.97,0.59,0.17,0.01,0.89,0.27,0.0,0.6,1.48,1.31,0.2,0.68,0.0,0.0,0.0,0.0,0.53
1062,0.5,0.28,0.83,0.01,0.83,0.28,0.12,0.82,1.19,1.01,0.07,0.57,0.0,0.0,0.27,0.18,0.72
1063,0.37,0.26,0.74,0.0,0.74,0.29,0.12,0.76,1.25,0.8,0.11,0.31,0.0,0.16,0.34,0.24,0.57
1064,0.17,0.0,0.71,0.0,0.74,0.38,0.12,0.66,1.29,0.88,0.11,0.3,0.0,0.16,0.34,0.24,0.27
1065,0.49,0.1,0.0,0.0,1.12,0.41,0.0,0.3,1.76,1.31,0.17,0.12,0.0,0.16,0.07,0.05,0.28
1066,0.76,0.52,0.0,0.0,1.38,0.39,0.0,0.35,1.92,1.53,0.14,0.12,0.0,0.0,0.0,0.0,0.35
1067,1.04,0.68,0.0,0.0,1.67,0.56,0.0,0.61,2.02,1.84,0.13,0.15,0.0,0.0,0.0,0.0,0.27
1068,1.01,0.76,0.0,0.0,1.75,0.8,0.0,0.83,2.19,1.95,0.0,0.03,0.0,0.0,0.09,0.0,0.1
1069,0.69,0.34,0.0,0.0,1.91,1.1,0.0,0.95,2.29,2.04,0.0,0.03,0.04,0.0,0.32,0.3,0.07
1070,0.43,0.18,0.0,0.0,1.98,1.16,0.0,1.12,2.39,1.97,0.0,0.0,0.23,0.0,0.47,0.78,0.18
